disclosure_id,tx_id,disclosed_at,disclosed_fee,disclosed_fx_rate,disclosed_receive_amount,disclosed_delivery_window,receipt_sent_at,cancellation_deadline,created_at
DSC_E1AB228396C5,TXN_1C3FB07AEA11,2025-10-20T05:47:12.213307,4.68,166.16146,52884.21,Within 15 minutes,2025-10-20T06:26:56.913418,2025-10-20T06:23:12.213307,2026-03-24 16:14:12
DSC_805DBB3D1655,TXN_5CF9F4F32CAC,2026-01-17T07:35:12.213307,3.21,170.56427,130735.81,Within 24 hours,2026-01-18T06:15:51.651540,2026-01-17T08:10:12.213307,2026-03-24 16:14:12
DSC_2AB27FB91C00,TXN_5368137AFB72,2025-06-05T02:58:12.213307,3.96,17.788596,7635.93,Within 1 hour,2025-06-05T04:02:31.750607,2025-06-05T03:32:12.213307,2026-03-24 16:14:12
DSC_03BA348C2BA4,TXN_FF443B2F025D,2025-07-09T04:35:12.213307,2.41,18.129541,10314.98,Within 4 hours,2025-07-09T07:08:02.313178,2025-07-09T05:13:12.213307,2026-03-24 16:14:12
DSC_64497D20BDB4,TXN_A6562EE1553D,2026-02-20T19:29:12.213307,5.68,169.570005,205888.51,Within 15 minutes,,2026-02-20T20:08:12.213307,2026-03-24 16:14:12
DSC_20CD266A8817,TXN_4D0BECD6F022,2025-11-14T19:55:12.213307,4.54,2040.482369,1513344.15,Within 1 hour,,2025-11-14T20:32:12.213307,2026-03-24 16:14:12
DSC_9B4EBCADC62A,TXN_0A14BF2E1489,2025-12-26T01:36:12.213307,3.79,171.542967,338672.13,Within 24 hours,2025-12-26T16:50:06.722380,2025-12-26T02:08:12.213307,2026-03-24 16:14:12
DSC_FD8459225077,TXN_996A536299E5,2025-06-08T13:50:12.213307,2.64,18.20495,15364.98,Within 4 hours,2025-06-08T17:47:14.598559,2025-06-08T14:26:12.213307,2026-03-24 16:14:12
DSC_119FC84CA4D9,TXN_72F914AE9FD6,2026-01-18T08:52:12.213307,6.6,2047.772051,151494.18,Within 2 business days,2026-01-19T12:18:59.231728,2026-01-18T09:25:12.213307,2026-03-24 16:14:12
DSC_5F767C88DC50,TXN_9C12FB6C9833,2025-06-02T08:28:12.213307,4.63,57.888217,34704.56,Within 24 hours,2025-06-02T22:59:03.892791,2025-06-02T09:04:12.213307,2026-03-24 16:14:12
DSC_BB22F52630B9,TXN_53AB43D72F55,2026-01-06T06:39:12.213307,3.95,170.345935,114751.84,Within 24 hours,,2026-01-06T07:17:12.213307,2026-03-24 16:14:12
DSC_7A102D2E5210,TXN_5632C0FDB8A2,2025-04-08T03:15:12.213307,1.68,83.854495,14283.77,Within 2 hours,2025-04-08T05:32:02.023762,2025-04-08T03:49:12.213307,2026-03-24 16:14:12
DSC_D4C84751C635,TXN_71AA0DFD16F4,2025-06-21T14:44:12.213307,4.79,56.735955,101464.31,Within 1 hour,2025-06-21T16:09:44.997675,2025-06-21T15:20:12.213307,2026-03-24 16:14:12
DSC_E2387A8FA654,TXN_4A60708816BA,2025-07-07T09:31:12.213307,5.09,169.712931,171150.4,Within 24 hours,,2025-07-07T10:03:12.213307,2026-03-24 16:14:12
DSC_6C58693F36C6,TXN_7847F4F6EED9,2025-08-22T10:59:12.213307,4.74,17.51413,9213.48,Within 4 hours,2025-08-22T13:07:45.571763,2025-08-22T11:36:12.213307,2026-03-24 16:14:12
DSC_A747335BD4B4,TXN_CB4D1B9F1111,2025-05-19T23:31:12.213307,4.02,2048.71654,2420087.39,Within 1 hour,2025-05-20T00:24:10.394785,2025-05-20T00:04:12.213307,2026-03-24 16:14:12
DSC_985516ED4EB6,TXN_48B845D00AC2,2026-02-23T19:30:12.213307,2.91,82.844896,151363.42,Within 2 hours,2026-02-23T21:10:14.490967,2026-02-23T20:06:12.213307,2026-03-24 16:14:12
DSC_15928994F7E9,TXN_BE455AAE0F5D,2025-10-23T00:16:12.213307,3.09,168.683068,188520.2,Within 24 hours,2025-10-23T17:01:02.873731,2025-10-23T00:53:12.213307,2026-03-24 16:14:12
DSC_BD18032F12DE,TXN_97454915AE0B,2025-08-26T08:29:12.213307,5.23,57.838181,39906.03,Within 30 minutes,2025-08-26T09:24:52.122730,2025-08-26T09:04:12.213307,2026-03-24 16:14:12
DSC_F7464BACE3E8,TXN_9703D85AC4D3,2026-02-14T13:35:12.213307,3.66,56.184552,80729.34,Within 24 hours,2026-02-15T06:09:38.013346,2026-02-14T14:06:12.213307,2026-03-24 16:14:12
DSC_6D2F6FAFC02C,TXN_613974465D07,2025-11-15T12:09:12.213307,5.85,56.271928,11059.68,Within 30 minutes,2025-11-15T12:43:23.558173,2025-11-15T12:45:12.213307,2026-03-24 16:14:12
DSC_7B7B19725300,TXN_0CBF5F6CAC15,2026-01-12T23:35:12.213307,2.86,84.18285,114077.02,Within 2 hours,2026-01-13T01:41:44.516461,2026-01-13T00:09:12.213307,2026-03-24 16:14:12
DSC_2472F0EA41CB,TXN_8D844E5370E7,2025-04-08T13:33:12.213307,5.13,2058.110256,248290.42,Within 1 hour,,2025-04-08T14:08:12.213307,2026-03-24 16:14:12
DSC_BCBF501813BB,TXN_DD0552AD2F3B,2025-09-21T03:09:12.213307,2.83,84.188631,66771.69,Within 2 hours,2025-09-21T05:07:23.714795,2025-09-21T03:45:12.213307,2026-03-24 16:14:12
DSC_E6FB689DFA16,TXN_45A4FBC95DE3,2025-07-08T09:48:12.213307,3.43,17.523895,30469.5,Within 1 hour,,2025-07-08T10:20:12.213307,2026-03-24 16:14:12
DSC_F6DAA5EDEDC7,TXN_43180B628497,2025-12-28T12:46:12.213307,3.13,165.655268,38233.24,Within 24 hours,2025-12-29T10:24:46.605866,2025-12-28T13:19:12.213307,2026-03-24 16:14:12
DSC_7890E263EC7C,TXN_5E175685C9F4,2025-05-17T09:53:12.213307,7.53,2065.91857,696441.81,Within 2 business days,,2025-05-17T10:26:12.213307,2026-03-24 16:14:12
DSC_0E54523F9FB7,TXN_C97C405E95A3,2026-02-16T13:35:12.213307,3.91,57.74835,61513.54,Within 30 minutes,2026-02-16T14:16:21.904797,2026-02-16T14:10:12.213307,2026-03-24 16:14:12
DSC_696E7ADF880A,TXN_4B38664FC22B,2025-06-24T02:24:12.213307,4.44,56.296318,77402.37,Within 1 hour,2025-06-24T03:12:00.757025,2025-06-24T03:03:12.213307,2026-03-24 16:14:12
DSC_2C9681A7277C,TXN_F5D713EBD2EB,2025-11-24T14:47:12.213307,5.37,2076.171758,1922535.05,Within 2 business days,,2025-11-24T15:26:12.213307,2026-03-24 16:14:12
DSC_6ADA31761A17,TXN_C0DE982A0FC9,2026-03-12T14:35:12.213307,3.97,18.031325,29818.76,Within 4 hours,,2026-03-12T15:09:12.213307,2026-03-24 16:14:12
DSC_B645C5368719,TXN_F33F19981373,2025-06-23T00:44:12.213307,3.14,81.94054,2953.96,Within 2 hours,2025-06-23T02:19:53.042378,2025-06-23T01:22:12.213307,2026-03-24 16:14:12
DSC_43AFCCF916F1,TXN_207D7736E98D,2025-09-06T04:33:12.213307,4.91,17.553437,28596.3,Within 1 hour,2025-09-06T05:43:49.454901,2025-09-06T05:09:12.213307,2026-03-24 16:14:12
DSC_59BC89791CCE,TXN_5E648279B0C0,2025-10-30T22:39:12.213307,3.45,165.79207,207009.64,Within 24 hours,2025-10-31T06:35:18.436657,2025-10-30T23:10:12.213307,2026-03-24 16:14:12
DSC_6A1792B0ADFD,TXN_89B5DBEFFDA2,2025-06-23T19:53:12.213307,3,57.029547,60225.48,Within 24 hours,2025-06-24T06:58:16.899331,2025-06-23T20:28:12.213307,2026-03-24 16:14:12
DSC_C857EBF3EC4D,TXN_26E447B1B25E,2025-08-08T19:44:12.213307,3.57,57.698992,52122.38,Within 24 hours,2025-08-09T11:21:04.287688,2025-08-08T20:17:12.213307,2026-03-24 16:14:12
DSC_B631859BB983,TXN_58E32D3B86FF,2025-10-05T22:20:12.213307,5.22,2023.071725,1748621.81,Within 1 hour,2025-10-05T23:29:55.060096,2025-10-05T22:56:12.213307,2026-03-24 16:14:12
DSC_4E3832895475,TXN_02DCC8C1810B,2025-11-01T21:24:12.213307,1.6,83.477042,2994.32,Within 2 hours,,2025-11-01T22:01:12.213307,2026-03-24 16:14:12
DSC_444D1B1E757C,TXN_601579CC0C35,2025-05-23T23:23:12.213307,4.6,2087.148649,1917693.05,Within 1 hour,2025-05-24T00:22:30.608176,2025-05-23T23:56:12.213307,2026-03-24 16:14:12
DSC_9C9FEDECB767,TXN_7484F5B5A775,2025-09-07T15:02:12.213307,4.39,2015.970229,858299.32,Within 2 business days,2025-09-08T17:47:48.391561,2025-09-07T15:33:12.213307,2026-03-24 16:14:12
DSC_F0C5EBE0F9A2,TXN_961A17F02814,2025-09-30T01:06:12.213307,3.6,83.200428,145286.25,Within 2 hours,2025-09-30T02:23:23.130449,2025-09-30T01:43:12.213307,2026-03-24 16:14:12
DSC_FB4FA4C9DC92,TXN_342467839561,2025-10-06T17:36:12.213307,1.94,84.086522,8082.4,Within 2 hours,2025-10-06T19:35:45.838211,2025-10-06T18:10:12.213307,2026-03-24 16:14:12
DSC_7E4FF10BC437,TXN_F23CC9120E3B,2025-11-21T20:14:12.213307,4.19,58.05352,34841.4,Within 24 hours,2025-11-22T15:35:45.071884,2025-11-21T20:46:12.213307,2026-03-24 16:14:12
DSC_F26D2145071D,TXN_78829ED78C59,2026-03-08T16:37:12.213307,4.02,17.657162,676.45,Within 1 hour,,2026-03-08T17:11:12.213307,2026-03-24 16:14:12
DSC_B4A9E328433E,TXN_C1105E00E7BB,2025-07-29T14:07:12.213307,5.79,169.535799,279664.56,Within 15 minutes,,2025-07-29T14:38:12.213307,2026-03-24 16:14:12
DSC_9F907DF675A0,TXN_ABFCD16B25CF,2025-08-13T23:21:12.213307,3.61,57.298393,39720.39,Within 30 minutes,2025-08-13T23:53:59.876066,2025-08-13T23:56:12.213307,2026-03-24 16:14:12
DSC_9B0F608CB946,TXN_9FE6FC300564,2025-09-10T10:12:12.213307,6.68,2079.530187,2668120.41,Within 2 business days,2025-09-11T05:17:41.158180,2025-09-10T10:44:12.213307,2026-03-24 16:14:12
DSC_31D2D3F3293C,TXN_C4C56C88B50F,2025-10-01T17:22:12.213307,3.49,170.77706,326071.47,Within 24 hours,2025-10-02T13:03:28.280181,2025-10-01T17:57:12.213307,2026-03-24 16:14:12
DSC_EF2FF53D2A3B,TXN_9211AE14D20B,2026-01-14T06:31:12.213307,5.08,2024.321333,2940934.03,Within 2 business days,2026-01-15T19:25:49.968043,2026-01-14T07:11:12.213307,2026-03-24 16:14:12
DSC_9BF6E6253997,TXN_ADF8F0E81CC6,2025-05-15T19:07:12.213307,4.43,2085.934423,1051999.31,Within 2 business days,2025-05-17T15:18:53.810677,2025-05-15T19:41:12.213307,2026-03-24 16:14:12
DSC_AAFC7C479528,TXN_F98E136498DE,2025-12-28T20:01:12.213307,5.83,171.212123,288646.52,Within 24 hours,2025-12-29T12:29:46.210081,2025-12-28T20:37:12.213307,2026-03-24 16:14:12
DSC_50323B6FC7DA,TXN_D1FECCB9C0E8,2025-10-03T00:27:12.213307,4.89,17.679817,25151.31,Within 1 hour,2025-10-03T01:52:59.683460,2025-10-03T00:59:12.213307,2026-03-24 16:14:12
DSC_046E9E4B06E5,TXN_B8A81F8DEDA2,2025-10-29T18:58:12.213307,3.67,82.354255,14463.05,Within 2 hours,2025-10-29T20:49:59.678965,2025-10-29T19:38:12.213307,2026-03-24 16:14:12
DSC_F8FC60D9CEC0,TXN_6AE8C7C90924,2026-02-12T15:40:12.213307,3.89,17.802754,16137.13,Within 1 hour,2026-02-12T16:43:55.193843,2026-02-12T16:13:12.213307,2026-03-24 16:14:12
DSC_15B405410C50,TXN_8BD36607409A,2025-04-14T20:03:12.213307,5.37,58.258329,62886.95,Within 24 hours,2025-04-15T04:55:26.141488,2025-04-14T20:34:12.213307,2026-03-24 16:14:12
DSC_88E827FFA3C7,TXN_E6C7F1A36548,2025-07-30T19:12:12.213307,3.46,56.860777,85900.14,Within 24 hours,2025-07-31T11:05:08.480557,2025-07-30T19:50:12.213307,2026-03-24 16:14:12
DSC_90238ED335A7,TXN_370A02186C6F,2025-04-29T11:59:12.213307,3.96,17.855617,24995.72,Within 1 hour,2025-04-29T13:04:41.695998,2025-04-29T12:39:12.213307,2026-03-24 16:14:12
DSC_9C340503E3E0,TXN_A0D99C66857C,2025-12-14T18:43:12.213307,3.48,166.673351,169388.46,Within 15 minutes,2025-12-14T19:07:26.869621,2025-12-14T19:22:12.213307,2026-03-24 16:14:12
DSC_0E6990882A82,TXN_E689E8FE4471,2025-04-25T10:49:12.213307,5.16,56.700203,101994.03,Within 24 hours,2025-04-26T04:23:31.980650,2025-04-25T11:20:12.213307,2026-03-24 16:14:12
DSC_53C0C685B26D,TXN_F1D60CB5D808,2025-09-04T23:52:12.213307,2.94,17.704111,13505.94,Within 4 hours,2025-09-05T02:47:52.829558,2025-09-05T00:31:12.213307,2026-03-24 16:14:12
DSC_3F07246C533C,TXN_4E2E0F5891B1,2025-04-25T06:22:12.213307,5.73,167.057315,228900.26,Within 24 hours,2025-04-25T16:42:20.241196,2025-04-25T06:53:12.213307,2026-03-24 16:14:12
DSC_CA154A2E99C2,TXN_0C463FAE34B8,2025-04-03T22:34:12.213307,5.88,2064.918624,777441.86,Within 1 hour,2025-04-03T23:31:17.914707,2025-04-03T23:07:12.213307,2026-03-24 16:14:12
DSC_867B3EE7E148,TXN_7C72627F9B47,2025-10-03T20:37:12.213307,5.85,2082.572828,1161263.43,Within 2 business days,2025-10-05T10:14:54.407237,2025-10-03T21:17:12.213307,2026-03-24 16:14:12
DSC_1DD2557D1F02,TXN_FF68D56AD805,2025-11-23T16:01:12.213307,6.58,2022.936144,2011506.55,Within 2 business days,2025-11-25T09:25:05.131252,2025-11-23T16:38:12.213307,2026-03-24 16:14:12
DSC_066982E294B9,TXN_3636935F2061,2025-11-16T03:31:12.213307,3.74,58.288235,71506.26,Within 1 hour,2025-11-16T04:41:21.217300,2025-11-16T04:04:12.213307,2026-03-24 16:14:12
DSC_69889E747A9B,TXN_4F3561BE8570,2026-02-18T15:20:12.213307,3.89,57.758414,111389.41,Within 30 minutes,2026-02-18T16:06:56.866494,2026-02-18T15:56:12.213307,2026-03-24 16:14:12
DSC_19CB476A416C,TXN_02913CB71D54,2025-12-09T10:36:12.213307,5.67,58.307835,61424.97,Within 1 hour,2025-12-09T11:21:32.423353,2025-12-09T11:07:12.213307,2026-03-24 16:14:12
DSC_E65030A3FB09,TXN_28E466AF19F8,2025-11-29T03:42:12.213307,2.52,17.893263,11139.09,Within 1 hour,,2025-11-29T04:20:12.213307,2026-03-24 16:14:12
DSC_DD7D1104ADA3,TXN_7F7C230B2AF0,2025-12-07T19:45:12.213307,3.49,84.962291,17993.31,Within 2 hours,2025-12-07T20:37:52.254830,2025-12-07T20:23:12.213307,2026-03-24 16:14:12
DSC_CA73263B1645,TXN_9DCC31079821,2026-01-19T23:00:12.213307,3.07,17.691573,22901.92,Within 4 hours,,2026-01-19T23:38:12.213307,2026-03-24 16:14:12
DSC_E04864981525,TXN_AA526EE5A712,2026-02-11T23:15:12.213307,5.93,168.017065,70652.86,Within 24 hours,,2026-02-11T23:49:12.213307,2026-03-24 16:14:12
DSC_2E90C3210D8B,TXN_E43D35D8EB6B,2025-10-27T15:48:12.213307,4.49,17.651916,23970.6,Within 4 hours,2025-10-27T17:46:54.817866,2025-10-27T16:22:12.213307,2026-03-24 16:14:12
DSC_FB65492429D3,TXN_6F6E31D49A6C,2025-05-07T07:38:12.213307,5.86,167.941329,195455.16,Within 15 minutes,2025-05-07T08:02:07.998115,2025-05-07T08:10:12.213307,2026-03-24 16:14:12
DSC_CC6A0FE0E103,TXN_CD610AED80D4,2025-04-20T19:37:12.213307,4.04,17.64167,20907.32,Within 1 hour,,2025-04-20T20:09:12.213307,2026-03-24 16:14:12
DSC_D205E0325284,TXN_B6401B82C2EE,2025-04-06T03:57:12.213307,5.18,169.190277,222055.47,Within 24 hours,2025-04-06T12:00:49.982789,2025-04-06T04:36:12.213307,2026-03-24 16:14:12
DSC_DF9D1F775904,TXN_5BE274AFFA3D,2025-04-29T16:04:12.213307,4.35,169.58903,133866.8,Within 15 minutes,,2025-04-29T16:39:12.213307,2026-03-24 16:14:12
DSC_96F0D96A335A,TXN_0DEF195169D3,2025-06-30T05:44:12.213307,5.75,168.409106,283227.07,Within 24 hours,2025-07-01T01:47:03.754594,2025-06-30T06:16:12.213307,2026-03-24 16:14:12
DSC_0F7D4C1B09EC,TXN_0F7D04EE1F89,2025-06-12T10:58:12.213307,4.59,166.888888,315283.15,Within 24 hours,,2025-06-12T11:36:12.213307,2026-03-24 16:14:12
DSC_ADF7B0CE5975,TXN_9F63131675B4,2025-10-02T05:45:12.213307,4.66,168.349104,322735.33,Within 24 hours,2025-10-02T14:16:09.354682,2025-10-02T06:16:12.213307,2026-03-24 16:14:12
DSC_8FC8AEFC312E,TXN_ABB49CA720BA,2025-10-29T19:08:12.213307,4.94,57.009312,83807.11,Within 1 hour,2025-10-29T20:26:00.160751,2025-10-29T19:45:12.213307,2026-03-24 16:14:12
DSC_388BF1401E8F,TXN_0CF8D364208B,2025-09-18T18:08:12.213307,5.64,170.021158,236924.48,Within 15 minutes,2025-09-18T18:44:51.574736,2025-09-18T18:45:12.213307,2026-03-24 16:14:12
DSC_6A546439A2B2,TXN_2F83ADE1FF61,2025-11-11T20:38:12.213307,3.02,84.747147,107144.97,Within 2 hours,2025-11-11T21:45:05.782875,2025-11-11T21:16:12.213307,2026-03-24 16:14:12
DSC_2FA4A4C40788,TXN_6416FE0D0A03,2025-05-18T04:21:12.213307,4.27,169.942362,206361.01,Within 24 hours,2025-05-19T03:14:44.478495,2025-05-18T04:59:12.213307,2026-03-24 16:14:12
DSC_CF8BDF659346,TXN_871F011A8350,2025-04-11T15:56:12.213307,3.28,18.128034,31093.93,Within 4 hours,,2025-04-11T16:28:12.213307,2026-03-24 16:14:12
DSC_F7957DB4709D,TXN_E030E1CD5D4A,2025-05-06T02:53:12.213307,5.74,2090.579761,3429763.34,Within 2 business days,2025-05-07T15:15:53.061812,2025-05-06T03:26:12.213307,2026-03-24 16:14:12
DSC_6217ACE45C56,TXN_3E93296DA444,2025-04-07T08:20:12.213307,5.93,168.086454,315930.26,Within 24 hours,2025-04-08T04:57:38.202843,2025-04-07T08:58:12.213307,2026-03-24 16:14:12
DSC_A63E78C93672,TXN_D42E605DA47A,2025-05-10T06:07:12.213307,1.6,83.425289,13838.59,Within 2 hours,2025-05-10T08:09:06.735044,2025-05-10T06:41:12.213307,2026-03-24 16:14:12
DSC_A06279FC26E0,TXN_6529B647A1A7,2025-06-15T19:00:12.213307,5.42,57.701529,5272.19,Within 30 minutes,2025-06-15T20:01:37.419158,2025-06-15T19:38:12.213307,2026-03-24 16:14:12
DSC_225284BEFBE3,TXN_2FFB15F98309,2026-02-07T01:01:12.213307,4.01,17.732886,14990.32,Within 1 hour,2026-02-07T02:02:57.787656,2026-02-07T01:39:12.213307,2026-03-24 16:14:12
DSC_0076CE431C78,TXN_6AAACB5C3C91,2025-05-10T13:20:12.213307,3.7,165.8002,58721.46,Within 24 hours,2025-05-10T23:16:16.386659,2025-05-10T13:52:12.213307,2026-03-24 16:14:12
DSC_2AFDBDEEE1B8,TXN_824FCC58FEA4,2025-10-29T19:27:12.213307,6.79,2016.883466,1385034.21,Within 2 business days,2025-10-31T00:02:41.801007,2025-10-29T20:00:12.213307,2026-03-24 16:14:12
DSC_EFFC2BDAECE1,TXN_F0A04A289CEE,2026-03-11T07:34:12.213307,3.19,57.716019,88678.93,Within 24 hours,2026-03-11T23:29:16.999760,2026-03-11T08:11:12.213307,2026-03-24 16:14:12
DSC_44FA95A631C2,TXN_4A4EA415FF03,2025-04-10T13:52:12.213307,3.7,18.030029,17481.19,Within 1 hour,,2025-04-10T14:29:12.213307,2026-03-24 16:14:12
DSC_2A2D2B3D20E4,TXN_56780DE0080A,2026-01-05T23:23:12.213307,1.73,84.182487,13645.98,Within 2 hours,2026-01-06T01:16:16.516216,2026-01-05T23:57:12.213307,2026-03-24 16:14:12
DSC_712C21EC6059,TXN_4011A2E9F61F,2025-10-26T07:57:12.213307,1.34,84.362501,82075.43,Within 2 hours,,2025-10-26T08:37:12.213307,2026-03-24 16:14:12
DSC_1865F74AFD72,TXN_D02554EDC009,2026-02-26T02:47:12.213307,4.7,165.203279,69872.73,Within 24 hours,,2026-02-26T03:20:12.213307,2026-03-24 16:14:12
DSC_8F6079B0206C,TXN_DBC830D649F6,2025-11-02T07:04:12.213307,4.2,165.180199,100275.94,Within 24 hours,2025-11-02T18:40:57.400369,2025-11-02T07:42:12.213307,2026-03-24 16:14:12
DSC_E052CAB9C9AD,TXN_89464BE486C4,2025-09-05T00:26:12.213307,2.1,85.023192,110681.49,Within 2 hours,,2025-09-05T00:59:12.213307,2026-03-24 16:14:12
DSC_209E42B036E6,TXN_B2C8CD564006,2025-11-14T01:59:12.213307,4.7,2057.231178,821925.57,Within 1 hour,2025-11-14T02:52:04.563451,2025-11-14T02:37:12.213307,2026-03-24 16:14:12
DSC_DD7D83000742,TXN_DA060020C6B5,2025-12-24T09:43:12.213307,2.82,17.855737,20398.75,Within 1 hour,2025-12-24T10:25:50.045046,2025-12-24T10:16:12.213307,2026-03-24 16:14:12
DSC_0D9812DF1B30,TXN_603873ED37A8,2025-06-17T19:07:12.213307,3.8,17.944435,22266.71,Within 1 hour,2025-06-17T19:36:55.859147,2025-06-17T19:40:12.213307,2026-03-24 16:14:12
DSC_279F05665172,TXN_45EF9770D60C,2025-05-31T05:17:12.213307,4.45,2062.027529,2551511.62,Within 1 hour,2025-05-31T06:09:58.717539,2025-05-31T05:50:12.213307,2026-03-24 16:14:12
DSC_FD0FA1DB7F19,TXN_32A43DB56F0C,2025-08-15T00:21:12.213307,4.73,56.092039,55081.82,Within 30 minutes,2025-08-15T00:44:50.415970,2025-08-15T00:54:12.213307,2026-03-24 16:14:12
DSC_F38763339AFF,TXN_2012CFF7B655,2026-01-08T19:00:12.213307,4.75,18.013856,13505.71,Within 1 hour,2026-01-08T20:14:16.702682,2026-01-08T19:33:12.213307,2026-03-24 16:14:12
DSC_B3A476DA09D5,TXN_01EE0A609F66,2025-12-22T08:44:12.213307,5.24,58.11349,31778.78,Within 30 minutes,,2025-12-22T09:16:12.213307,2026-03-24 16:14:12
DSC_981D1BDE3CAD,TXN_98B6197427E4,2025-08-24T14:22:12.213307,4.43,57.372549,38815.97,Within 24 hours,,2025-08-24T14:54:12.213307,2026-03-24 16:14:12
DSC_856EA71BB7B6,TXN_A10597B3BD45,2025-12-22T11:14:12.213307,3.99,82.048218,26579.52,Within 2 hours,2025-12-22T12:07:32.527453,2025-12-22T11:45:12.213307,2026-03-24 16:14:12
DSC_F40A1DC03C39,TXN_584E9735BF7A,2025-08-09T07:29:12.213307,3.98,171.443805,237804.56,Within 24 hours,2025-08-10T01:29:59.487464,2025-08-09T08:06:12.213307,2026-03-24 16:14:12
DSC_1B7EEEF498FE,TXN_3A7FF3166A31,2025-08-29T22:43:12.213307,5.8,57.437463,79740.43,Within 1 hour,2025-08-29T23:28:23.729477,2025-08-29T23:20:12.213307,2026-03-24 16:14:12
DSC_9B400A701275,TXN_2C73F04F6909,2025-09-03T00:05:12.213307,4.1,2035.892736,978612.92,Within 1 hour,2025-09-03T01:02:06.320856,2025-09-03T00:38:12.213307,2026-03-24 16:14:12
DSC_31B9A22047B2,TXN_A193E6506AB4,2025-08-20T10:11:12.213307,2.49,84.369921,112242.37,Within 2 hours,2025-08-20T11:17:58.505880,2025-08-20T10:42:12.213307,2026-03-24 16:14:12
DSC_71A37970A1BD,TXN_9C2B0BF50038,2026-03-21T12:07:12.213307,1.2,82.247555,38076.51,Within 2 hours,,2026-03-21T12:44:12.213307,2026-03-24 16:14:12
DSC_17B09A0EEC46,TXN_E6D7C9DCA184,2025-07-31T20:03:12.213307,6.99,2010.810752,2983721.43,Within 2 business days,,2025-07-31T20:40:12.213307,2026-03-24 16:14:12
DSC_E8DCF8056036,TXN_0B940EB1E062,2026-01-18T18:42:12.213307,5.61,2030.051251,70260.07,Within 2 business days,2026-01-20T07:46:16.929701,2026-01-18T19:17:12.213307,2026-03-24 16:14:12
DSC_14576BB4A306,TXN_8EF161F144DB,2025-06-13T15:11:12.213307,1.45,82.354402,124847.63,Within 2 hours,2025-06-13T16:26:55.264679,2025-06-13T15:50:12.213307,2026-03-24 16:14:12
DSC_4BFBD6A5DFF7,TXN_D3DC6C4056C0,2025-06-29T19:57:12.213307,5.1,2049.807522,3910991.76,Within 2 business days,,2025-06-29T20:37:12.213307,2026-03-24 16:14:12
DSC_69986EA05721,TXN_D8C8F92674E7,2025-04-02T18:39:12.213307,4.07,165.462161,185456.61,Within 15 minutes,2025-04-02T19:03:52.324641,2025-04-02T19:11:12.213307,2026-03-24 16:14:12
DSC_EF20F9DB0676,TXN_982DDDD209B4,2025-07-06T11:58:12.213307,2.58,17.626593,15937.26,Within 1 hour,,2025-07-06T12:31:12.213307,2026-03-24 16:14:12
DSC_2B2EF721CBD3,TXN_3040EAB303EE,2025-04-26T05:18:12.213307,4.45,2021.97612,2269910.83,Within 2 business days,2025-04-27T18:08:53.591035,2025-04-26T05:50:12.213307,2026-03-24 16:14:12
DSC_F716906017F2,TXN_8DFDDB944570,2025-03-23T23:59:12.213307,4.5,17.988876,14342.35,Within 4 hours,2025-03-24T03:56:30.733318,2025-03-24T00:38:12.213307,2026-03-24 16:14:12
DSC_69FDBC911786,TXN_699587418BA4,2026-02-11T15:32:12.213307,4.95,169.720769,58037.71,Within 15 minutes,2026-02-11T15:51:25.322883,2026-02-11T16:07:12.213307,2026-03-24 16:14:12
DSC_BD71751BAD11,TXN_72896B78D696,2025-12-29T19:21:12.213307,4.79,17.705223,1140.57,Within 1 hour,2025-12-29T20:17:30.364352,2025-12-29T19:55:12.213307,2026-03-24 16:14:12
DSC_D1F97771AB07,TXN_C78353FFAABB,2025-04-17T22:19:12.213307,2.14,17.926959,10669.77,Within 4 hours,2025-04-18T00:32:18.518358,2025-04-17T22:50:12.213307,2026-03-24 16:14:12
DSC_B50C8CFB378D,TXN_085E3C67FC7B,2026-02-17T19:16:12.213307,7.44,2054.802741,3958865.15,Within 1 hour,2026-02-17T20:35:41.423818,2026-02-17T19:52:12.213307,2026-03-24 16:14:12
DSC_8EC04725D671,TXN_8710E32ACEC5,2026-01-14T09:55:12.213307,1.33,84.204957,82799.58,Within 2 hours,,2026-01-14T10:34:12.213307,2026-03-24 16:14:12
DSC_A7792F2516A0,TXN_9A86984D51BC,2025-08-16T16:17:12.213307,6.01,2018.49711,325280.81,Within 2 business days,2025-08-17T11:08:13.033260,2025-08-16T16:53:12.213307,2026-03-24 16:14:12
DSC_85835EA84496,TXN_1807325F7127,2026-01-15T16:51:12.213307,3.1,165.410384,253129.16,Within 24 hours,2026-01-16T01:51:26.508055,2026-01-15T17:25:12.213307,2026-03-24 16:14:12
DSC_9C5EC30FDAC4,TXN_1963CCDA911D,2025-05-26T06:21:12.213307,4.19,57.544518,1543.92,Within 1 hour,,2025-05-26T06:55:12.213307,2026-03-24 16:14:12
DSC_F89CE4B52A14,TXN_18C1E68BFC8E,2025-03-28T16:35:12.213307,4.98,17.669062,23087.28,Within 4 hours,2025-03-28T18:26:13.695357,2025-03-28T17:14:12.213307,2026-03-24 16:14:12
DSC_EAC4E8CC748C,TXN_9A6A72867D2B,2025-08-28T02:02:12.213307,5.03,58.225291,93023.05,Within 30 minutes,2025-08-28T02:45:25.343631,2025-08-28T02:41:12.213307,2026-03-24 16:14:12
