tx_id,customer_id,corridor,send_country,receive_country,send_amount,send_currency,receive_amount,receive_currency,disclosed_fee,charged_fee,disclosed_fx_rate,applied_fx_rate,transfer_method,promised_delivery_ts,actual_delivery_ts,status,created_at
TXN_0725DBC4200F,CUS_8F86663CAF65,UK->KE,UK,KE,386.33,GBP,63914.83,KES,3.52,3.6,165.441017,165.441017,bank_deposit,2025-08-08T02:42:12.213307,2025-08-07T12:20:28.770802,completed,2025-08-07T02:42:12.213307
TXN_44DC5390416E,CUS_9D483A02D011,US->MX,US,MX,396.83,USD,6994.28,MXN,3.65,3.65,17.62539,17.62539,cash_pickup,2025-12-25T18:33:12.213307,2025-12-25T18:14:14.605047,completed,2025-12-25T17:33:12.213307
TXN_AA43C926534E,CUS_6DF1D0854EE1,UK->NG,UK,NG,319.7,GBP,652968.57,NGN,5.63,5.63,2042.441578,2042.441578,mobile_money,2025-09-22T23:37:12.213307,2025-09-22T23:13:22.638471,completed,2025-09-22T22:37:12.213307
TXN_A7D748F9FE02,CUS_3C22DFEFFA12,US->PH,US,PH,1849.76,USD,102533.48,PHP,3.87,3.87,56.439026,55.430694,bank_deposit,2025-07-09T20:14:12.213307,2025-07-09T13:40:48.041806,completed,2025-07-08T20:14:12.213307
TXN_F82FC1DD3B8F,CUS_FEDE6842C6E5,US->IN,US,IN,142.88,USD,12130.62,INR,2.23,2.23,84.900757,84.900757,bank_deposit,2025-05-22T16:36:12.213307,2025-05-22T15:36:39.828352,completed,2025-05-22T14:36:12.213307
TXN_78B1A7A189B8,CUS_11DA979A23AE,US->IN,US,IN,1661.52,USD,136841.32,INR,1.03,1.03,82.359115,82.359115,bank_deposit,2025-08-23T12:18:12.213307,2025-08-23T11:29:07.931902,completed,2025-08-23T10:18:12.213307
TXN_A96CA108B583,CUS_FC5F1450B4B8,US->MX,US,MX,861.81,USD,15326.53,MXN,4.03,4.17,17.784116,17.784116,bank_deposit,2025-09-26T17:29:12.213307,2025-09-26T16:00:21.066087,completed,2025-09-26T13:29:12.213307
TXN_F25D2C3DC11B,CUS_2178277E192F,US->PH,US,PH,304.94,USD,17373.32,PHP,5.48,5.68,56.972897,56.972897,bank_deposit,2025-11-13T08:59:12.213307,2025-11-15T06:48:00.203393,completed,2025-11-12T08:59:12.213307
TXN_5AA5CBD3CFE7,CUS_09FEC97BB65E,UK->NG,UK,NG,934.7,GBP,1941405.74,NGN,6.36,6.85,2077.036208,2077.036208,bank_deposit,2025-07-29T11:45:12.213307,2025-07-28T15:12:28.762236,completed,2025-07-27T11:45:12.213307
TXN_54BAFEC0CA60,CUS_45B561E9EE00,US->PH,US,PH,913.31,USD,51906.91,PHP,5.73,5.73,56.833834,56.833834,mobile_money,2025-04-07T16:41:12.213307,2025-04-07T16:28:24.712001,completed,2025-04-07T16:11:12.213307
TXN_F79AFABC6EBB,CUS_EADEEED8B5AD,US->MX,US,MX,1995.79,USD,35631.43,MXN,3.62,3.62,17.853296,17.853296,cash_pickup,2025-11-30T11:46:12.213307,2025-11-30T11:26:59.811241,completed,2025-11-30T10:46:12.213307
TXN_1FBC8F86BC67,CUS_68015577CFBC,US->PH,US,PH,1022.87,USD,58699.26,PHP,3.75,4.05,57.386822,57.386822,bank_deposit,2025-12-21T10:28:12.213307,2025-12-21T09:13:18.405530,completed,2025-12-20T10:28:12.213307
TXN_DCADF2C58C6E,CUS_1A581ADDE1CC,US->PH,US,PH,1686.62,USD,94891.99,PHP,3.62,3.62,56.261632,56.261632,mobile_money,2026-01-27T12:47:12.213307,2026-01-27T12:35:57.214615,completed,2026-01-27T12:17:12.213307
TXN_C9691F7B5373,CUS_3644570370A6,US->MX,US,MX,1586.2,USD,27982.29,MXN,4.38,4.38,17.641088,17.641088,bank_deposit,2025-06-26T19:42:12.213307,2025-06-26T17:57:26.519149,completed,2025-06-26T15:42:12.213307
TXN_86D1E21DDAD1,CUS_8B6E431A5C6A,US->IN,US,IN,1435.97,USD,120483.34,INR,2.49,2.67,84.772473,83.903803,bank_deposit,2025-04-13T16:36:12.213307,2025-04-13T16:03:37.834045,completed,2025-04-13T14:36:12.213307
TXN_FF63F7991927,CUS_D0109032C8F7,US->IN,US,IN,1089.47,USD,91890.15,INR,1.73,1.73,84.343904,84.343904,bank_deposit,2025-08-11T20:58:12.213307,2025-08-11T20:49:26.859227,completed,2025-08-11T18:58:12.213307
TXN_F88935E945BE,CUS_2A368E3C2A18,UK->KE,UK,KE,1295.42,GBP,221062.71,KES,3.81,3.81,170.649448,170.649448,mobile_money,2026-02-22T14:57:12.213307,2026-02-22T14:51:59.169012,completed,2026-02-22T14:42:12.213307
TXN_6996135914FE,CUS_4805AE181E6B,US->MX,US,MX,388.08,USD,6962.65,MXN,3.72,3.72,17.941264,17.941264,bank_deposit,2025-07-04T20:14:12.213307,2025-07-04T18:46:18.873554,completed,2025-07-04T16:14:12.213307
TXN_2F870498242F,CUS_DDE9F724D294,UK->KE,UK,KE,1272.21,GBP,210912.29,KES,5.86,6.17,165.78418,165.78418,mobile_money,2025-11-12T20:17:12.213307,2025-11-14T15:22:24.338341,completed,2025-11-12T20:02:12.213307
TXN_789825BEEB45,CUS_0F95C7ACDFAB,UK->KE,UK,KE,1936.18,GBP,323519.37,KES,5.9,5.9,167.091577,167.091577,bank_deposit,2025-10-18T05:10:12.213307,2025-10-19T03:07:45.819557,completed,2025-10-17T05:10:12.213307
TXN_86E067E04A3D,CUS_53D87D103F7B,UK->KE,UK,KE,909.04,GBP,151425.79,KES,3.8,3.8,166.577696,166.577696,mobile_money,2025-04-10T21:14:12.213307,2025-04-10T21:08:06.977654,completed,2025-04-10T20:59:12.213307
TXN_E5AE1E141F1F,CUS_44C6711FBA7A,UK->NG,UK,NG,696.58,GBP,1409827.32,NGN,6.45,6.45,2064.880422,2023.927357,mobile_money,2025-04-27T15:57:12.213307,2025-04-27T15:38:49.136054,completed,2025-04-27T14:57:12.213307
TXN_D626C74F08C2,CUS_9C5F7D3D32EC,UK->NG,UK,NG,84.4,GBP,173657.52,NGN,4.54,4.54,2057.553567,2057.553567,bank_deposit,2025-05-17T14:41:12.213307,2025-05-16T06:26:04.744400,completed,2025-05-15T14:41:12.213307
TXN_B76CFC50F94A,CUS_FEDE6842C6E5,US->MX,US,MX,1247.08,USD,22204.86,MXN,2.14,2.14,17.805479,17.805479,cash_pickup,2025-07-07T06:09:12.213307,2025-07-07T05:44:41.605732,completed,2025-07-07T05:09:12.213307
TXN_98E89E17384C,CUS_C725D4220B88,US->MX,US,MX,1773.56,USD,31126.55,MXN,3.09,3.16,17.550325,17.550325,cash_pickup,2025-11-28T23:32:12.213307,2025-11-28T22:53:15.918488,completed,2025-11-28T22:32:12.213307
TXN_2DCE5056388A,CUS_0D389B40CBFF,UK->KE,UK,KE,76.15,GBP,12635.04,KES,3.48,3.48,165.923045,165.923045,bank_deposit,2025-09-22T08:37:12.213307,2025-09-21T15:53:30.210533,completed,2025-09-21T08:37:12.213307
TXN_ACFE59C1B125,CUS_C873FB7B4CD3,US->PH,US,PH,1952.6,USD,110781.02,PHP,5.62,5.62,56.735131,56.735131,bank_deposit,2025-03-29T02:51:12.213307,2025-03-28T15:11:02.987877,completed,2025-03-28T02:51:12.213307
TXN_6FF1ABB4E64C,CUS_FD980080C4D3,UK->KE,UK,KE,1617.31,GBP,272478.86,KES,5.77,5.77,168.476579,168.476579,bank_deposit,2025-09-14T10:08:12.213307,2025-09-14T05:03:06.906694,completed,2025-09-13T10:08:12.213307
TXN_37D70281180E,CUS_ED1367CB6D73,UK->NG,UK,NG,1149.2,GBP,2388917.33,NGN,6.97,7.48,2078.765514,2078.765514,mobile_money,2025-07-16T09:19:12.213307,2025-07-16T09:01:10.398692,completed,2025-07-16T08:19:12.213307
TXN_0EC7B5243787,CUS_E5B0560D78AF,UK->KE,UK,KE,59.84,GBP,9909.68,KES,3.12,3.12,165.60289,165.60289,mobile_money,2025-09-20T03:09:12.213307,2025-09-20T02:58:51.075232,completed,2025-09-20T02:54:12.213307
TXN_A3610017A4DC,CUS_A470AAE46C2B,UK->NG,UK,NG,1828.58,GBP,3776557.56,NGN,5.22,5.22,2065.295233,2065.295233,bank_deposit,2025-09-24T03:53:12.213307,2025-09-22T21:10:11.005431,completed,2025-09-22T03:53:12.213307
TXN_515BBC25E6F6,CUS_F91C5CBF6993,UK->KE,UK,KE,834.05,GBP,138147.83,KES,5.21,5.21,165.63495,165.63495,mobile_money,2026-02-03T11:56:12.213307,2026-02-03T11:49:10.767091,completed,2026-02-03T11:41:12.213307
TXN_291F2A25A3C1,CUS_98CF231ED196,US->MX,US,MX,1153.11,USD,20263.9,MXN,3.57,3.57,17.800347,17.573259,bank_deposit,2026-01-12T09:58:12.213307,2026-01-12T07:27:55.385937,completed,2026-01-12T05:58:12.213307
TXN_97AB1741B700,CUS_93C0C08ADEE3,UK->KE,UK,KE,1262.66,GBP,213626.06,KES,5.23,5.23,169.187316,169.187316,mobile_money,2025-08-03T00:57:12.213307,2025-08-03T00:48:44.310141,completed,2025-08-03T00:42:12.213307
TXN_99F737B9B9D5,CUS_EA0BEE16361D,US->IN,US,IN,203.75,USD,17158.57,INR,3.62,3.62,84.21385,84.21385,bank_deposit,2025-09-06T18:31:12.213307,2025-09-06T18:00:06.221492,completed,2025-09-06T16:31:12.213307
TXN_F25AEF3E4BB9,CUS_4CD270B9F450,UK->KE,UK,KE,1738.5,GBP,290560.42,KES,3.65,3.65,167.132828,167.132828,bank_deposit,2025-07-16T06:46:12.213307,,pending,2025-07-15T06:46:12.213307
TXN_4ED90F441D05,CUS_1CB40AE90F76,UK->NG,UK,NG,34.47,GBP,71208.57,NGN,5.74,5.74,2065.812857,2065.812857,bank_deposit,2025-05-19T11:28:12.213307,,failed,2025-05-17T11:28:12.213307
TXN_9E5B9EB31618,CUS_0F95C7ACDFAB,UK->KE,UK,KE,378.76,GBP,64075.07,KES,4.89,4.89,169.170633,169.170633,bank_deposit,2026-02-13T14:41:12.213307,2026-02-12T22:11:20.716838,completed,2026-02-12T14:41:12.213307
TXN_FA3C4758D286,CUS_13ACF2B1ABA0,UK->KE,UK,KE,631.21,GBP,106049.43,KES,5.44,5.44,168.009739,168.009739,bank_deposit,2025-12-26T09:56:12.213307,2025-12-25T21:43:10.984463,completed,2025-12-25T09:56:12.213307
TXN_DBD772B68392,CUS_B8A6AA04523B,UK->NG,UK,NG,551.92,GBP,1125979.87,NGN,6.17,6.17,2040.114273,2040.114273,mobile_money,2025-06-13T21:33:12.213307,2025-06-13T21:05:24.419235,completed,2025-06-13T20:33:12.213307
TXN_3A574C5948D5,CUS_97DCE8A46B76,UK->NG,UK,NG,1352.48,GBP,2781136.2,NGN,5.96,5.96,2056.323347,2056.323347,bank_deposit,2025-07-24T10:50:12.213307,,pending,2025-07-22T10:50:12.213307
TXN_0E49795BBE1D,CUS_FECB64E41054,US->IN,US,IN,1095.15,USD,88684.07,INR,2.22,2.22,81.907554,80.978922,bank_deposit,2025-09-10T15:07:12.213307,2025-09-10T14:14:59.827385,completed,2025-09-10T13:07:12.213307
TXN_5C602CB0BEA2,CUS_EAAA4A71DC15,US->IN,US,IN,289.55,USD,24409.52,INR,3.36,3.36,84.301574,84.301574,bank_deposit,2026-01-13T14:57:12.213307,2026-01-13T14:49:51.935795,completed,2026-01-13T12:57:12.213307
TXN_AFAEB13167B3,CUS_19438F274966,US->IN,US,IN,1246.22,USD,105186.06,INR,2.72,2.72,84.404082,84.404082,bank_deposit,2025-07-05T02:59:12.213307,2025-07-05T02:15:18.059344,completed,2025-07-05T00:59:12.213307
TXN_24D00C6D4AAD,CUS_341C61646468,US->MX,US,MX,488.16,USD,8696.08,MXN,3.96,3.96,17.813999,17.813999,bank_deposit,2025-07-22T06:44:12.213307,2025-07-22T06:26:44.944790,completed,2025-07-22T02:44:12.213307
TXN_4328D9C6B3C5,CUS_4AF19FD9D89B,US->MX,US,MX,1424.71,USD,25181.41,MXN,2.43,2.43,17.674759,17.674759,bank_deposit,2025-07-13T15:15:12.213307,2025-07-13T12:36:43.851396,completed,2025-07-13T11:15:12.213307
TXN_8F7F9690640A,CUS_10F8DB5C0D89,US->IN,US,IN,517.44,USD,43519.76,INR,3.5,3.5,84.105913,84.105913,bank_deposit,2025-09-13T04:36:12.213307,2025-09-14T01:59:59.274933,completed,2025-09-13T02:36:12.213307
TXN_19D71A6837FC,CUS_A9FFFDEC3869,UK->NG,UK,NG,472.47,GBP,984861.76,NGN,6.2,6.2,2084.495863,2084.495863,bank_deposit,2025-10-12T23:09:12.213307,2025-10-12T08:51:41.341149,completed,2025-10-10T23:09:12.213307
TXN_09B73369F469,CUS_DDB258D03D0E,US->IN,US,IN,1868.72,USD,156505.48,INR,1.48,1.48,83.750095,83.750095,bank_deposit,2025-05-11T23:02:12.213307,2025-05-11T22:55:04.136261,completed,2025-05-11T21:02:12.213307
TXN_6DB6BCFD217D,CUS_FEC048729AF5,UK->NG,UK,NG,143.54,GBP,300060.19,NGN,4.26,4.26,2090.429092,2090.429092,mobile_money,2025-05-10T19:00:12.213307,2025-05-10T18:52:37.382567,completed,2025-05-10T18:00:12.213307
TXN_6B95B28E488E,CUS_19C6D3C6496C,US->PH,US,PH,1293.12,USD,73381.32,PHP,4.04,4.04,56.747492,56.747492,bank_deposit,2025-08-16T21:25:12.213307,2025-08-16T15:55:37.367546,completed,2025-08-15T21:25:12.213307
TXN_A26F1CD4E3AF,CUS_2DA84331288C,US->IN,US,IN,1666.4,USD,139752.16,INR,1.55,1.55,83.864715,83.864715,bank_deposit,2025-06-16T04:40:12.213307,,cancelled,2025-06-16T02:40:12.213307
TXN_7885CE42B81A,CUS_88EEDB45D611,UK->KE,UK,KE,886.82,GBP,147265.06,KES,3.28,3.28,166.059699,166.059699,bank_deposit,2026-01-17T21:03:12.213307,2026-01-17T17:24:20.279898,completed,2026-01-16T21:03:12.213307
TXN_39BA7170D1EE,CUS_9FCF6D45A467,UK->KE,UK,KE,1344.25,GBP,227238.19,KES,4.15,4.15,169.044593,169.044593,bank_deposit,2025-06-07T10:20:12.213307,2025-06-06T19:28:17.295734,completed,2025-06-06T10:20:12.213307
TXN_1038D05038BF,CUS_3A8262AEC933,UK->NG,UK,NG,1437.88,GBP,2939546.53,NGN,5.29,5.52,2044.361508,2044.361508,mobile_money,2026-01-03T15:03:12.213307,2026-01-03T14:43:15.789575,completed,2026-01-03T14:03:12.213307
TXN_02D2ACDF6460,CUS_4EE46563098E,US->MX,US,MX,1194.99,USD,21089.88,MXN,2.89,2.89,17.648584,17.648584,bank_deposit,2026-02-17T19:17:12.213307,2026-02-17T16:32:35.353977,completed,2026-02-17T15:17:12.213307
TXN_7F6C31A4A712,CUS_F96C88CA6F3C,UK->NG,UK,NG,964.55,GBP,1945865.29,NGN,6.62,6.62,2017.381463,2017.381463,bank_deposit,2025-07-31T17:20:12.213307,2025-07-30T23:37:46.107783,completed,2025-07-29T17:20:12.213307
TXN_9198429A12F1,CUS_BAB96F78E8C6,US->PH,US,PH,1502.87,USD,84416.84,PHP,4.04,4.04,57.145812,56.170423,bank_deposit,2025-05-27T02:44:12.213307,2025-05-26T20:14:52.742584,completed,2025-05-26T02:44:12.213307
TXN_BC6E92999CFD,CUS_EAD791F0B1BC,US->IN,US,IN,1942.97,USD,162372.19,INR,2.87,3.09,83.569065,83.569065,bank_deposit,2026-03-13T21:30:12.213307,2026-03-13T21:02:36.920736,completed,2026-03-13T19:30:12.213307
TXN_BA5D69C63B58,CUS_2DA43EBD3825,UK->KE,UK,KE,1082.46,GBP,180489.6,KES,3.26,3.26,166.740199,166.740199,mobile_money,2025-07-03T06:30:12.213307,,pending,2025-07-03T06:15:12.213307
TXN_54654143F6B6,CUS_66CCC6A6B920,US->IN,US,IN,429.41,USD,36471.45,INR,1.42,1.48,84.933853,84.933853,bank_deposit,2025-05-28T14:37:12.213307,2025-05-29T21:41:03.270827,completed,2025-05-28T12:37:12.213307
TXN_5CA3D8C7CBB2,CUS_397D2C611881,UK->NG,UK,NG,1690.22,GBP,3416439.82,NGN,7.23,7.23,2021.298896,2021.298896,bank_deposit,2025-11-25T17:49:12.213307,2025-11-24T22:13:20.324861,completed,2025-11-23T17:49:12.213307
TXN_40EB33AD2939,CUS_3B79BF52A5E0,UK->KE,UK,KE,475.08,GBP,80782.16,KES,5.07,5.07,170.039076,170.039076,mobile_money,2026-03-16T22:16:12.213307,2026-03-16T22:10:02.425714,completed,2026-03-16T22:01:12.213307
TXN_667D50EBA77A,CUS_1D2DB9259743,US->MX,US,MX,519.17,USD,9333.59,MXN,3.85,3.85,17.977915,17.977915,bank_deposit,2025-11-24T00:56:12.213307,2025-11-24T00:07:13.278628,completed,2025-11-23T20:56:12.213307
TXN_C3DFB1C8B33C,CUS_DE7680CFB716,UK->NG,UK,NG,1648.41,GBP,3405457.61,NGN,5.54,5.54,2065.904481,2065.904481,bank_deposit,2025-10-17T21:34:12.213307,2025-10-17T11:29:38.554382,completed,2025-10-15T21:34:12.213307
TXN_4ED65891DE30,CUS_AE0112C671CF,US->IN,US,IN,327.85,USD,26802.42,INR,3.14,3.14,81.752075,81.752075,bank_deposit,2025-09-10T22:39:12.213307,,pending,2025-09-10T20:39:12.213307
TXN_AC9BF896C2C6,CUS_378F24E37056,US->IN,US,IN,183.33,USD,15315.46,INR,3.55,3.55,83.540403,83.540403,bank_deposit,2026-01-13T02:22:12.213307,2026-01-13T01:50:31.040953,completed,2026-01-13T00:22:12.213307
TXN_F9140992654A,CUS_BA3D1D90BAD8,UK->KE,UK,KE,1547.91,GBP,264714.36,KES,4.98,5.1,171.014052,171.014052,mobile_money,2025-11-06T07:12:12.213307,2025-11-06T07:10:17.176601,completed,2025-11-06T06:57:12.213307
TXN_3FF160C90564,CUS_11DA979A23AE,US->MX,US,MX,1591.68,USD,28906.97,MXN,3.49,3.49,18.161296,18.161296,bank_deposit,2026-02-07T16:13:12.213307,2026-02-07T15:48:33.904139,completed,2026-02-07T12:13:12.213307
TXN_D3BDEEF712C5,CUS_06393273A524,UK->KE,UK,KE,961.41,GBP,159296.73,KES,5.08,5.35,165.69074,165.69074,bank_deposit,2025-09-22T05:51:12.213307,2025-09-21T23:24:51.986120,completed,2025-09-21T05:51:12.213307
TXN_F0319F0EA802,CUS_4CD47370E071,US->IN,US,IN,942.04,USD,77091.78,INR,1.5,1.5,81.834933,81.834933,bank_deposit,2025-06-24T20:06:12.213307,2025-06-24T19:34:31.693585,completed,2025-06-24T18:06:12.213307
TXN_9FB6EA7ADA2B,CUS_1F32C3CDD0F2,US->PH,US,PH,69.89,USD,3948.3,PHP,4.8,4.8,56.493027,56.493027,cash_pickup,2026-03-02T00:34:12.213307,2026-03-01T23:58:12.061324,completed,2026-03-01T23:34:12.213307
TXN_833388CCE347,CUS_790600EF0051,US->PH,US,PH,1658,USD,95748.04,PHP,3.54,3.54,57.749118,57.749118,cash_pickup,2026-03-02T20:57:12.213307,,cancelled,2026-03-02T19:57:12.213307
TXN_678D6D0C47E5,CUS_767FC3F29EB1,UK->KE,UK,KE,1292.32,GBP,221955.46,KES,4.24,4.24,171.749616,171.749616,bank_deposit,2025-11-27T02:39:12.213307,2025-11-26T19:51:08.622149,completed,2025-11-26T02:39:12.213307
TXN_6CAA803C260D,CUS_2483E3A80DF5,US->MX,US,MX,683.24,USD,12150.8,MXN,2.8,2.8,17.784092,17.784092,cash_pickup,2025-11-09T06:44:12.213307,2025-11-11T09:42:07.075986,completed,2025-11-09T05:44:12.213307
TXN_E11CC57867C9,CUS_278F0ECEB6E6,UK->NG,UK,NG,1716.21,GBP,3449271.57,NGN,7.91,8.51,2027.476582,2009.819061,mobile_money,2025-11-02T07:48:12.213307,2025-11-02T07:11:32.571629,completed,2025-11-02T06:48:12.213307
TXN_37616983E7D8,CUS_1C5A4EC06771,US->IN,US,IN,120.08,USD,10117.41,INR,3.18,3.25,84.255538,84.255538,bank_deposit,2026-02-20T00:26:12.213307,2026-02-19T23:34:09.886568,completed,2026-02-19T22:26:12.213307
TXN_D02D9BA2C764,CUS_EB4FEA5179D7,US->PH,US,PH,453.95,USD,25651.63,PHP,5.75,5.75,56.507612,56.507612,bank_deposit,2025-10-01T16:43:12.213307,,pending,2025-09-30T16:43:12.213307
TXN_303D8FAE83B6,CUS_E659C1D6E773,UK->KE,UK,KE,86.06,GBP,14552.67,KES,3.71,3.71,169.09915,169.09915,bank_deposit,2025-11-01T08:29:12.213307,2025-11-02T13:42:13.041559,completed,2025-10-31T08:29:12.213307
TXN_F485FAA36C14,CUS_1F5D6BA2A336,US->PH,US,PH,640.65,USD,36268.2,PHP,3.35,3.6,57.145364,56.611574,bank_deposit,2025-10-22T04:11:12.213307,2025-10-21T23:41:05.131846,completed,2025-10-21T04:11:12.213307
TXN_E308F104C97E,CUS_8220898289B3,US->MX,US,MX,678.39,USD,12291.81,MXN,2.01,2.01,18.119088,18.119088,bank_deposit,2026-02-11T18:34:12.213307,2026-02-11T16:52:34.346738,completed,2026-02-11T14:34:12.213307
TXN_AAC31D173663,CUS_964F1B1877C6,UK->NG,UK,NG,1530.09,GBP,3193059,NGN,5.91,5.91,2086.84391,2086.84391,mobile_money,2025-11-25T08:54:12.213307,2025-11-25T08:23:54.779808,completed,2025-11-25T07:54:12.213307
TXN_7477C58D9218,CUS_EB6D6FED6F35,US->IN,US,IN,1464.97,USD,121727.68,INR,2.38,2.38,83.09227,83.09227,bank_deposit,2025-04-20T18:57:12.213307,2025-04-20T18:13:33.772783,completed,2025-04-20T16:57:12.213307
TXN_88BCDEB2E79A,CUS_EFDD81C311C5,US->IN,US,IN,269.25,USD,22413.88,INR,2.88,2.88,83.245623,83.245623,bank_deposit,2026-01-11T00:50:12.213307,2026-01-10T23:30:33.380816,completed,2026-01-10T22:50:12.213307
TXN_E586FE2F5CB1,CUS_DCB4E6E6125B,US->MX,US,MX,362.31,USD,6512.6,MXN,4.84,4.84,17.975224,17.975224,cash_pickup,2025-05-17T12:28:12.213307,2025-05-17T12:22:38.805150,completed,2025-05-17T11:28:12.213307
TXN_5FEAB34CBB47,CUS_75D96A432604,US->PH,US,PH,878.88,USD,49822.42,PHP,5.65,5.65,56.688533,56.688533,mobile_money,2026-01-14T18:10:12.213307,,pending,2026-01-14T17:40:12.213307
TXN_59FB2D4F67B0,CUS_231576827ED8,UK->NG,UK,NG,419.69,GBP,872843.57,NGN,6.6,6.6,2079.734017,2079.734017,bank_deposit,2025-05-16T20:54:12.213307,2025-05-16T00:36:57.436560,completed,2025-05-14T20:54:12.213307
TXN_ACF932F7A3A1,CUS_58260EE8A22C,UK->NG,UK,NG,1499.45,GBP,3025247.05,NGN,7.32,7.32,2017.571141,2017.571141,mobile_money,2025-10-28T20:50:12.213307,2025-10-30T21:39:05.528603,completed,2025-10-28T19:50:12.213307
TXN_D8376B803B71,CUS_231576827ED8,UK->NG,UK,NG,1613.55,GBP,3330018.76,NGN,7.23,7.23,2063.784052,2063.784052,mobile_money,2026-02-19T09:07:12.213307,2026-02-19T08:36:18.046023,completed,2026-02-19T08:07:12.213307
TXN_B34C13B40BEC,CUS_94CA94BB29B1,UK->KE,UK,KE,1740.19,GBP,297934.75,KES,3.92,4.21,171.208174,171.208174,bank_deposit,2025-05-20T01:25:12.213307,2025-05-21T11:57:14.755576,completed,2025-05-19T01:25:12.213307
TXN_DE268486EF36,CUS_1735606626BC,UK->NG,UK,NG,1389,GBP,2860299.11,NGN,6.47,6.47,2059.250616,2059.250616,mobile_money,2025-07-26T09:52:12.213307,2025-07-26T09:22:07.729683,completed,2025-07-26T08:52:12.213307
TXN_CD7BC4609273,CUS_AC9BC76DB953,US->PH,US,PH,1497.25,USD,86965.01,PHP,4.47,4.47,58.083156,58.083156,bank_deposit,2025-07-03T02:50:12.213307,2025-07-02T23:30:49.962345,completed,2025-07-02T02:50:12.213307
TXN_35548D7C2770,CUS_614E776E7ADB,UK->NG,UK,NG,1822.83,GBP,3735177.78,NGN,5.86,5.86,2049.109232,2049.109232,mobile_money,2025-06-10T22:03:12.213307,,cancelled,2025-06-10T21:03:12.213307
TXN_8730AB8E58C0,CUS_B73D84F41784,US->PH,US,PH,470.51,USD,27297.91,PHP,5.54,5.54,58.017707,58.017707,cash_pickup,2025-04-05T20:40:12.213307,2025-04-07T08:14:52.314856,completed,2025-04-05T19:40:12.213307
TXN_EB83BF7A6B04,CUS_E5E57E5110C0,UK->NG,UK,NG,413.02,GBP,854022.74,NGN,6.54,6.92,2067.751534,2067.751534,mobile_money,2026-02-27T02:18:12.213307,2026-02-27T02:13:24.699968,completed,2026-02-27T01:18:12.213307
TXN_A3E57477635D,CUS_48FF89EA144B,US->IN,US,IN,47.54,USD,3912.98,INR,2.19,2.19,82.309205,82.309205,bank_deposit,2025-03-28T13:46:12.213307,,failed,2025-03-28T11:46:12.213307
TXN_32E9C270727C,CUS_34609584CBE7,UK->NG,UK,NG,1199.28,GBP,2444740.82,NGN,4.97,4.97,2038.507125,2038.507125,bank_deposit,2025-07-22T04:38:12.213307,2025-07-21T07:25:50.108563,completed,2025-07-20T04:38:12.213307
TXN_DC7CAF3552A0,CUS_360444F8AC9D,UK->NG,UK,NG,1714.57,GBP,3477150.03,NGN,6.1,6.1,2028.001207,2028.001207,mobile_money,2025-10-18T05:54:12.213307,2025-10-18T05:36:27.675463,completed,2025-10-18T04:54:12.213307
TXN_A921F84A367F,CUS_98CF231ED196,US->MX,US,MX,1020.21,USD,18174.26,MXN,2.46,2.46,17.814238,17.814238,bank_deposit,2025-05-26T07:47:12.213307,2025-05-26T06:47:45.312854,completed,2025-05-26T03:47:12.213307
TXN_DA076749D329,CUS_8BAE6973A68B,US->IN,US,IN,441.05,USD,37402.38,INR,2.1,2.1,84.803027,84.803027,bank_deposit,2025-08-01T12:08:12.213307,2025-08-01T11:48:51.022156,completed,2025-08-01T10:08:12.213307
TXN_A22DEA8AA828,CUS_21B8865D5D0C,UK->KE,UK,KE,1055.87,GBP,178198.71,KES,3.89,3.89,168.769555,168.769555,bank_deposit,2025-10-31T08:45:12.213307,2025-10-31T01:13:43.012739,completed,2025-10-30T08:45:12.213307
TXN_D71A0F0E9C19,CUS_504C5190630C,UK->KE,UK,KE,706.01,GBP,120401.05,KES,5.97,5.97,170.537315,170.537315,mobile_money,2025-06-21T23:35:12.213307,2025-06-21T23:33:45.260760,completed,2025-06-21T23:20:12.213307
TXN_CAAE1D58EEFA,CUS_5826E8A66E92,US->MX,US,MX,395.03,USD,7081.47,MXN,2.19,2.19,17.926407,17.926407,bank_deposit,2025-04-26T02:12:12.213307,2025-04-26T01:28:03.916817,completed,2025-04-25T22:12:12.213307
TXN_0BBFCB674C2D,CUS_917C37839BBF,UK->NG,UK,NG,1309.83,GBP,2637960.86,NGN,5.71,5.71,2013.971937,2013.971937,bank_deposit,2025-11-03T12:11:12.213307,2025-11-02T12:49:11.848939,completed,2025-11-01T12:11:12.213307
TXN_0D946D4A3467,CUS_EA31208A3D51,US->IN,US,IN,999.67,USD,81759.47,INR,1.3,1.3,81.786455,81.786455,bank_deposit,2025-05-04T00:47:12.213307,2025-05-03T23:45:53.933178,completed,2025-05-03T22:47:12.213307
TXN_7F8DBB802758,CUS_08AA3DEDB0AE,UK->NG,UK,NG,1608.23,GBP,3334010.65,NGN,6.42,6.42,2073.093183,2073.093183,bank_deposit,2025-04-12T22:09:12.213307,,cancelled,2025-04-10T22:09:12.213307
TXN_4B5F2595C5C6,CUS_F484424C2225,US->IN,US,IN,1037.76,USD,87056.28,INR,3.03,3.03,83.888646,83.888646,bank_deposit,2026-01-08T11:11:12.213307,,cancelled,2026-01-08T09:11:12.213307
