violation_id,tx_id,rule_id,severity,disclosed_value,actual_value,delta,delta_pct,description,detected_at
VIO_D704464E5EC1,TXN_74D46A198AC2,R1,medium,5.84,5.96,0.12,2.0548,Charged fee $5.96 exceeds disclosed fee $5.84 by 2.1%,2026-03-24 16:14:12
VIO_4C520E7BB243,TXN_6579FF730950,R1,high,2.61,2.76,0.15,5.7471,Charged fee $2.76 exceeds disclosed fee $2.61 by 5.7%,2026-03-24 16:14:12
VIO_7C73CDD8FE54,TXN_992C7657B773,R1,high,4.07,4.36,0.29,7.1253,Charged fee $4.36 exceeds disclosed fee $4.07 by 7.1%,2026-03-24 16:14:12
VIO_3C7EEE3DCA56,TXN_5CF6A7E4FA4B,R1,medium,3,3.14,0.14,4.6667,Charged fee $3.14 exceeds disclosed fee $3.00 by 4.7%,2026-03-24 16:14:12
VIO_B95B25650DC8,TXN_E1ABBDC39BA2,R1,high,4.27,4.49,0.22,5.1522,Charged fee $4.49 exceeds disclosed fee $4.27 by 5.2%,2026-03-24 16:14:12
VIO_D4C48E24CEA0,TXN_88747195D418,R1,medium,4.68,4.87,0.19,4.0598,Charged fee $4.87 exceeds disclosed fee $4.68 by 4.1%,2026-03-24 16:14:12
VIO_F4D4D1AA75E9,TXN_46D921A13138,R1,medium,5.58,5.78,0.2,3.5842,Charged fee $5.78 exceeds disclosed fee $5.58 by 3.6%,2026-03-24 16:14:12
VIO_6F8CE1DC5D99,TXN_C4784465D315,R1,medium,3.38,3.47,0.09,2.6627,Charged fee $3.47 exceeds disclosed fee $3.38 by 2.7%,2026-03-24 16:14:12
VIO_B8CF82E95072,TXN_17B123425517,R1,medium,3.13,3.22,0.09,2.8754,Charged fee $3.22 exceeds disclosed fee $3.13 by 2.9%,2026-03-24 16:14:12
VIO_CF6A6EC6867C,TXN_9DC4FBD5397C,R1,medium,3.55,3.68,0.13,3.662,Charged fee $3.68 exceeds disclosed fee $3.55 by 3.7%,2026-03-24 16:14:12
VIO_C3C1ECBB8E5C,TXN_51AC6C8024A8,R1,medium,3.11,3.25,0.14,4.5016,Charged fee $3.25 exceeds disclosed fee $3.11 by 4.5%,2026-03-24 16:14:12
VIO_F6BC91D45017,TXN_E7CA8F036C07,R1,high,2.72,2.88,0.16,5.8824,Charged fee $2.88 exceeds disclosed fee $2.72 by 5.9%,2026-03-24 16:14:12
VIO_30F343A43106,TXN_44CC7497E4F7,R1,medium,2.48,2.55,0.07,2.8226,Charged fee $2.55 exceeds disclosed fee $2.48 by 2.8%,2026-03-24 16:14:12
VIO_9D2C61A74FC4,TXN_DE954654F11B,R1,medium,2.39,2.45,0.06,2.5105,Charged fee $2.45 exceeds disclosed fee $2.39 by 2.5%,2026-03-24 16:14:12
VIO_A9B02C103361,TXN_88736B70E6ED,R1,high,3.47,3.75,0.28,8.0692,Charged fee $3.75 exceeds disclosed fee $3.47 by 8.1%,2026-03-24 16:14:12
VIO_85F4FDC7A6A9,TXN_D7E686526321,R1,high,5.88,6.31,0.43,7.3129,Charged fee $6.31 exceeds disclosed fee $5.88 by 7.3%,2026-03-24 16:14:12
VIO_00B1EB301FB9,TXN_4F46EE3825E3,R1,high,3.53,3.81,0.28,7.932,Charged fee $3.81 exceeds disclosed fee $3.53 by 7.9%,2026-03-24 16:14:12
VIO_390B587DB32F,TXN_84CA951F9657,R1,medium,7.21,7.48,0.27,3.7448,Charged fee $7.48 exceeds disclosed fee $7.21 by 3.7%,2026-03-24 16:14:12
VIO_AD0741FA7340,TXN_84F39E4BDBCC,R1,medium,5.9,6.16,0.26,4.4068,Charged fee $6.16 exceeds disclosed fee $5.90 by 4.4%,2026-03-24 16:14:12
VIO_E3D402FD504F,TXN_22ECD6B1DCFF,R1,high,2.39,2.51,0.12,5.0209,Charged fee $2.51 exceeds disclosed fee $2.39 by 5.0%,2026-03-24 16:14:12
VIO_64A5C2048348,TXN_4E2450D470D8,R1,medium,7.9,8.16,0.26,3.2911,Charged fee $8.16 exceeds disclosed fee $7.90 by 3.3%,2026-03-24 16:14:12
VIO_E2878DE3C320,TXN_752B17312748,R1,high,5.99,6.46,0.47,7.8464,Charged fee $6.46 exceeds disclosed fee $5.99 by 7.8%,2026-03-24 16:14:12
VIO_3BA9592FD8BD,TXN_8CDE2BE9D265,R1,high,4.65,4.96,0.31,6.6667,Charged fee $4.96 exceeds disclosed fee $4.65 by 6.7%,2026-03-24 16:14:12
VIO_19B22CCD78B4,TXN_AD1CF2D0517B,R1,high,6.49,7,0.51,7.8582,Charged fee $7.00 exceeds disclosed fee $6.49 by 7.9%,2026-03-24 16:14:12
VIO_06A38CD9BD2C,TXN_9A0684019682,R1,medium,5.93,6.2,0.27,4.5531,Charged fee $6.20 exceeds disclosed fee $5.93 by 4.6%,2026-03-24 16:14:12
VIO_53107DCCF711,TXN_7ADA1DE6B801,R1,high,4.76,5.1,0.34,7.1429,Charged fee $5.10 exceeds disclosed fee $4.76 by 7.1%,2026-03-24 16:14:12
VIO_B82B141CEE6D,TXN_E76FAF9EAF99,R1,medium,4.49,4.64,0.15,3.3408,Charged fee $4.64 exceeds disclosed fee $4.49 by 3.3%,2026-03-24 16:14:12
VIO_9BBD12D6E4A6,TXN_6A02AA99B739,R1,high,4.26,4.58,0.32,7.5117,Charged fee $4.58 exceeds disclosed fee $4.26 by 7.5%,2026-03-24 16:14:12
VIO_C75C29112DED,TXN_1EA88EB0D09A,R1,high,4.2,4.47,0.27,6.4286,Charged fee $4.47 exceeds disclosed fee $4.20 by 6.4%,2026-03-24 16:14:12
VIO_B333BFD452BE,TXN_AB170126B286,R1,high,5.76,6.21,0.45,7.8125,Charged fee $6.21 exceeds disclosed fee $5.76 by 7.8%,2026-03-24 16:14:12
VIO_A8FFEDF0A6B3,TXN_7F872AEEBC92,R1,high,2.17,2.28,0.11,5.0691,Charged fee $2.28 exceeds disclosed fee $2.17 by 5.1%,2026-03-24 16:14:12
VIO_FB6B64281154,TXN_17B98EFCB4EF,R1,medium,5.07,5.25,0.18,3.5503,Charged fee $5.25 exceeds disclosed fee $5.07 by 3.6%,2026-03-24 16:14:12
VIO_E3D27A06A889,TXN_AC246556A373,R1,medium,6.39,6.54,0.15,2.3474,Charged fee $6.54 exceeds disclosed fee $6.39 by 2.3%,2026-03-24 16:14:12
VIO_77E47BDFADA9,TXN_7D1980D7CC36,R1,high,4.4,4.74,0.34,7.7273,Charged fee $4.74 exceeds disclosed fee $4.40 by 7.7%,2026-03-24 16:14:12
VIO_EE30F7963EC7,TXN_37C51B3A5B33,R1,high,5.62,5.98,0.36,6.4057,Charged fee $5.98 exceeds disclosed fee $5.62 by 6.4%,2026-03-24 16:14:12
VIO_7D6F2FDDEC99,TXN_92475B756CB0,R1,high,4.4,4.65,0.25,5.6818,Charged fee $4.65 exceeds disclosed fee $4.40 by 5.7%,2026-03-24 16:14:12
VIO_34555CD4CE98,TXN_8284DF6E2A28,R1,high,1.81,1.93,0.12,6.6298,Charged fee $1.93 exceeds disclosed fee $1.81 by 6.6%,2026-03-24 16:14:12
VIO_C324325680EA,TXN_8A561CFD3F8F,R1,high,4.31,4.58,0.27,6.2645,Charged fee $4.58 exceeds disclosed fee $4.31 by 6.3%,2026-03-24 16:14:12
VIO_878B60E7C3AB,TXN_3D3A2E1FB909,R1,high,4.67,4.94,0.27,5.7816,Charged fee $4.94 exceeds disclosed fee $4.67 by 5.8%,2026-03-24 16:14:12
VIO_06899E7E6817,TXN_983CD13A883B,R1,high,3.4,3.67,0.27,7.9412,Charged fee $3.67 exceeds disclosed fee $3.40 by 7.9%,2026-03-24 16:14:12
VIO_4FF35F882C73,TXN_94B45D6962BD,R1,medium,3.53,3.65,0.12,3.3994,Charged fee $3.65 exceeds disclosed fee $3.53 by 3.4%,2026-03-24 16:14:12
VIO_9A5C203CEADC,TXN_1B260B0E2240,R1,high,2.26,2.42,0.16,7.0796,Charged fee $2.42 exceeds disclosed fee $2.26 by 7.1%,2026-03-24 16:14:12
VIO_1C4AC081E1F8,TXN_576831A86023,R1,high,3.36,3.53,0.17,5.0595,Charged fee $3.53 exceeds disclosed fee $3.36 by 5.1%,2026-03-24 16:14:12
VIO_764906A5CC37,TXN_058BCDB6C010,R1,high,1.99,2.14,0.15,7.5377,Charged fee $2.14 exceeds disclosed fee $1.99 by 7.5%,2026-03-24 16:14:12
VIO_F279C92E12B0,TXN_988516C5BACC,R1,medium,1.67,1.73,0.06,3.5928,Charged fee $1.73 exceeds disclosed fee $1.67 by 3.6%,2026-03-24 16:14:12
VIO_89855D649661,TXN_C2D6CCB0C529,R1,high,5.97,6.36,0.39,6.5327,Charged fee $6.36 exceeds disclosed fee $5.97 by 6.5%,2026-03-24 16:14:12
VIO_8C1DA760B908,TXN_A562C01E0F3F,R1,medium,7.74,7.99,0.25,3.23,Charged fee $7.99 exceeds disclosed fee $7.74 by 3.2%,2026-03-24 16:14:12
VIO_AAF72B954DE2,TXN_A04676D8EAB1,R1,high,3.34,3.57,0.23,6.8862,Charged fee $3.57 exceeds disclosed fee $3.34 by 6.9%,2026-03-24 16:14:12
VIO_453F64B9B8E5,TXN_01476294E83E,R1,high,5.09,5.35,0.26,5.1081,Charged fee $5.35 exceeds disclosed fee $5.09 by 5.1%,2026-03-24 16:14:12
VIO_4D271E40671F,TXN_966C628C4845,R1,high,1.14,1.21,0.07,6.1404,Charged fee $1.21 exceeds disclosed fee $1.14 by 6.1%,2026-03-24 16:14:12
VIO_D82C69990C51,TXN_726FDEB153EA,R1,medium,5.76,5.9,0.14,2.4306,Charged fee $5.90 exceeds disclosed fee $5.76 by 2.4%,2026-03-24 16:14:12
VIO_383A77E3EA12,TXN_3EAE86279650,R1,medium,4.17,4.26,0.09,2.1583,Charged fee $4.26 exceeds disclosed fee $4.17 by 2.2%,2026-03-24 16:14:12
VIO_57CD6640440B,TXN_35074336C40C,R1,high,5.67,6.04,0.37,6.5256,Charged fee $6.04 exceeds disclosed fee $5.67 by 6.5%,2026-03-24 16:14:12
VIO_416FEBC1B4E9,TXN_670E5B129807,R1,high,4.41,4.7,0.29,6.576,Charged fee $4.70 exceeds disclosed fee $4.41 by 6.6%,2026-03-24 16:14:12
VIO_A38BC6989BDF,TXN_9606E3D74567,R1,high,2.7,2.88,0.18,6.6667,Charged fee $2.88 exceeds disclosed fee $2.70 by 6.7%,2026-03-24 16:14:12
VIO_1D997AC8CB0E,TXN_82F61FF58454,R1,medium,1.88,1.92,0.04,2.1277,Charged fee $1.92 exceeds disclosed fee $1.88 by 2.1%,2026-03-24 16:14:12
VIO_B33F9AF5A1E4,TXN_BFF2B0E5A1D4,R1,medium,6.07,6.34,0.27,4.4481,Charged fee $6.34 exceeds disclosed fee $6.07 by 4.4%,2026-03-24 16:14:12
VIO_B4CA8147AB52,TXN_011409C8BEC2,R1,high,4.5,4.79,0.29,6.4444,Charged fee $4.79 exceeds disclosed fee $4.50 by 6.4%,2026-03-24 16:14:12
VIO_48F35C136E44,TXN_F2B7A22E0555,R1,high,4.61,4.96,0.35,7.5922,Charged fee $4.96 exceeds disclosed fee $4.61 by 7.6%,2026-03-24 16:14:12
VIO_1FDF9A4B8A57,TXN_3A9FF5D47AB5,R1,high,5.2,5.62,0.42,8.0769,Charged fee $5.62 exceeds disclosed fee $5.20 by 8.1%,2026-03-24 16:14:12
VIO_C67453BB33D4,TXN_3A739321043A,R1,medium,2.71,2.79,0.08,2.952,Charged fee $2.79 exceeds disclosed fee $2.71 by 3.0%,2026-03-24 16:14:12
VIO_7FC901BF6874,TXN_71B20F2E6F28,R1,medium,2.29,2.4,0.11,4.8035,Charged fee $2.40 exceeds disclosed fee $2.29 by 4.8%,2026-03-24 16:14:12
VIO_EE117B968BBB,TXN_BC4DF7CC6DF2,R1,medium,3.08,3.22,0.14,4.5455,Charged fee $3.22 exceeds disclosed fee $3.08 by 4.5%,2026-03-24 16:14:12
VIO_CED1F485C431,TXN_74DA7CD3FCF2,R1,medium,2.3,2.37,0.07,3.0435,Charged fee $2.37 exceeds disclosed fee $2.30 by 3.0%,2026-03-24 16:14:12
VIO_2340445CFDBD,TXN_B9D399AD1E68,R1,medium,4.13,4.31,0.18,4.3584,Charged fee $4.31 exceeds disclosed fee $4.13 by 4.4%,2026-03-24 16:14:12
VIO_39D1E42A9053,TXN_B9A6A2873703,R1,high,2.76,2.93,0.17,6.1594,Charged fee $2.93 exceeds disclosed fee $2.76 by 6.2%,2026-03-24 16:14:12
VIO_25CD09C6D626,TXN_2950EC5617D6,R1,high,2.54,2.7,0.16,6.2992,Charged fee $2.70 exceeds disclosed fee $2.54 by 6.3%,2026-03-24 16:14:12
VIO_4E08FC5C064A,TXN_947B6477E0A3,R1,high,4.29,4.6,0.31,7.2261,Charged fee $4.60 exceeds disclosed fee $4.29 by 7.2%,2026-03-24 16:14:12
VIO_8F6979B4E605,TXN_5DEF522D0BB0,R1,medium,4.82,4.92,0.1,2.0747,Charged fee $4.92 exceeds disclosed fee $4.82 by 2.1%,2026-03-24 16:14:12
VIO_A105825C01A3,TXN_64E67A95B460,R1,medium,4.77,4.9,0.13,2.7254,Charged fee $4.90 exceeds disclosed fee $4.77 by 2.7%,2026-03-24 16:14:12
VIO_FEC67E6B7D32,TXN_0135E195E8C0,R1,medium,3.54,3.66,0.12,3.3898,Charged fee $3.66 exceeds disclosed fee $3.54 by 3.4%,2026-03-24 16:14:12
VIO_3CCB80FC087D,TXN_A0D0B8748FF3,R1,medium,4.62,4.77,0.15,3.2468,Charged fee $4.77 exceeds disclosed fee $4.62 by 3.2%,2026-03-24 16:14:12
VIO_9AD3A247BCFC,TXN_99B24CDBCBEE,R1,high,5.51,5.86,0.35,6.3521,Charged fee $5.86 exceeds disclosed fee $5.51 by 6.4%,2026-03-24 16:14:12
VIO_442F27080B0F,TXN_30949D0ED982,R1,medium,7.29,7.51,0.22,3.0178,Charged fee $7.51 exceeds disclosed fee $7.29 by 3.0%,2026-03-24 16:14:12
VIO_8A81C9DCE083,TXN_A76F82C86009,R1,medium,5.47,5.7,0.23,4.2048,Charged fee $5.70 exceeds disclosed fee $5.47 by 4.2%,2026-03-24 16:14:12
VIO_CDA0C7F05541,TXN_3CEAC9988EB3,R1,high,5.91,6.35,0.44,7.445,Charged fee $6.35 exceeds disclosed fee $5.91 by 7.4%,2026-03-24 16:14:12
VIO_0ED294963968,TXN_CEA1F9D342F8,R1,medium,4.74,4.93,0.19,4.0084,Charged fee $4.93 exceeds disclosed fee $4.74 by 4.0%,2026-03-24 16:14:12
VIO_297678918F01,TXN_EFF05F7480B3,R1,high,3.49,3.74,0.25,7.1633,Charged fee $3.74 exceeds disclosed fee $3.49 by 7.2%,2026-03-24 16:14:12
VIO_EBBBA875A411,TXN_61FCED7DBC82,R1,medium,4.21,4.35,0.14,3.3254,Charged fee $4.35 exceeds disclosed fee $4.21 by 3.3%,2026-03-24 16:14:12
VIO_AA128B6B878F,TXN_D2C85C6E1562,R1,high,4.98,5.34,0.36,7.2289,Charged fee $5.34 exceeds disclosed fee $4.98 by 7.2%,2026-03-24 16:14:12
VIO_DB42461F28C5,TXN_DB0C03906D79,R1,medium,4.63,4.77,0.14,3.0238,Charged fee $4.77 exceeds disclosed fee $4.63 by 3.0%,2026-03-24 16:14:12
VIO_3C7961AA091A,TXN_53366523E3E7,R1,high,3.52,3.73,0.21,5.9659,Charged fee $3.73 exceeds disclosed fee $3.52 by 6.0%,2026-03-24 16:14:12
VIO_13AEF107DE72,TXN_3BDA9CCA8520,R1,high,3.1,3.29,0.19,6.129,Charged fee $3.29 exceeds disclosed fee $3.10 by 6.1%,2026-03-24 16:14:12
VIO_ED71B7DE2914,TXN_49BE533E5066,R1,high,1.81,1.95,0.14,7.7348,Charged fee $1.95 exceeds disclosed fee $1.81 by 7.7%,2026-03-24 16:14:12
VIO_4F30ED91D73A,TXN_75E20EFA2A81,R1,medium,5.34,5.5,0.16,2.9963,Charged fee $5.50 exceeds disclosed fee $5.34 by 3.0%,2026-03-24 16:14:12
VIO_A7F64FDEDDEE,TXN_1734A41C4249,R1,medium,7.07,7.31,0.24,3.3946,Charged fee $7.31 exceeds disclosed fee $7.07 by 3.4%,2026-03-24 16:14:12
VIO_D0260D5A93E1,TXN_491F55DCAEA4,R1,high,3.12,3.3,0.18,5.7692,Charged fee $3.30 exceeds disclosed fee $3.12 by 5.8%,2026-03-24 16:14:12
VIO_44B88C94915A,TXN_F4EB50C8DCD0,R1,high,5.24,5.56,0.32,6.1069,Charged fee $5.56 exceeds disclosed fee $5.24 by 6.1%,2026-03-24 16:14:12
VIO_E305CC40CBD5,TXN_DC6CF7ACC48B,R1,high,2.11,2.22,0.11,5.2133,Charged fee $2.22 exceeds disclosed fee $2.11 by 5.2%,2026-03-24 16:14:12
VIO_67D91784952A,TXN_4575D9391D93,R1,medium,4.16,4.36,0.2,4.8077,Charged fee $4.36 exceeds disclosed fee $4.16 by 4.8%,2026-03-24 16:14:12
VIO_F6F72763F5A9,TXN_8088DF121196,R1,medium,6.52,6.81,0.29,4.4479,Charged fee $6.81 exceeds disclosed fee $6.52 by 4.4%,2026-03-24 16:14:12
VIO_7E93B889039B,TXN_1EB9422AC53B,R1,high,3.65,3.86,0.21,5.7534,Charged fee $3.86 exceeds disclosed fee $3.65 by 5.8%,2026-03-24 16:14:12
VIO_3FD68C7C1B64,TXN_0F75D0F8888D,R1,medium,7.05,7.25,0.2,2.8369,Charged fee $7.25 exceeds disclosed fee $7.05 by 2.8%,2026-03-24 16:14:12
VIO_1947EF634898,TXN_6D4C95AA57FC,R1,high,3.34,3.59,0.25,7.485,Charged fee $3.59 exceeds disclosed fee $3.34 by 7.5%,2026-03-24 16:14:12
VIO_30A32D88F3FF,TXN_9A7FD337B932,R1,medium,1.32,1.37,0.05,3.7879,Charged fee $1.37 exceeds disclosed fee $1.32 by 3.8%,2026-03-24 16:14:12
VIO_28B33C2ADF9E,TXN_E02FF78C3FF8,R1,medium,3.23,3.37,0.14,4.3344,Charged fee $3.37 exceeds disclosed fee $3.23 by 4.3%,2026-03-24 16:14:12
VIO_DE2BF4003CAD,TXN_084EFBC8E3A8,R1,medium,4.43,4.59,0.16,3.6117,Charged fee $4.59 exceeds disclosed fee $4.43 by 3.6%,2026-03-24 16:14:12
VIO_F6021F70DAF9,TXN_EEBC7A1E6F8D,R1,medium,5.17,5.3,0.13,2.5145,Charged fee $5.30 exceeds disclosed fee $5.17 by 2.5%,2026-03-24 16:14:12
VIO_1097DA5B06DB,TXN_46191093C1EF,R1,high,7.94,8.41,0.47,5.9194,Charged fee $8.41 exceeds disclosed fee $7.94 by 5.9%,2026-03-24 16:14:12
VIO_AE241C157FFA,TXN_9E4C57E8EDB6,R1,medium,3.08,3.15,0.07,2.2727,Charged fee $3.15 exceeds disclosed fee $3.08 by 2.3%,2026-03-24 16:14:12
VIO_020EB9FE0574,TXN_6C1B0051DF88,R1,high,2.88,3.09,0.21,7.2917,Charged fee $3.09 exceeds disclosed fee $2.88 by 7.3%,2026-03-24 16:14:12
VIO_65400921F8D9,TXN_931F1134BFC1,R1,medium,4.34,4.54,0.2,4.6083,Charged fee $4.54 exceeds disclosed fee $4.34 by 4.6%,2026-03-24 16:14:12
VIO_0D8B783BF1D1,TXN_34C295664DCB,R1,high,4.13,4.45,0.32,7.7482,Charged fee $4.45 exceeds disclosed fee $4.13 by 7.7%,2026-03-24 16:14:12
VIO_62F7646259FC,TXN_ADA46CD1CDCF,R1,medium,4.13,4.26,0.13,3.1477,Charged fee $4.26 exceeds disclosed fee $4.13 by 3.1%,2026-03-24 16:14:12
VIO_6CDA7164B993,TXN_454DEBD6BA87,R1,high,4.5,4.78,0.28,6.2222,Charged fee $4.78 exceeds disclosed fee $4.50 by 6.2%,2026-03-24 16:14:12
VIO_9C659564F9C8,TXN_A78FB286687A,R1,high,5.63,5.94,0.31,5.5062,Charged fee $5.94 exceeds disclosed fee $5.63 by 5.5%,2026-03-24 16:14:12
VIO_5AD2BAD66B4A,TXN_3F532D203768,R1,medium,3.03,3.14,0.11,3.6304,Charged fee $3.14 exceeds disclosed fee $3.03 by 3.6%,2026-03-24 16:14:12
VIO_ADE1C8CD755D,TXN_EAF46FDD55A5,R1,medium,5.07,5.31,0.24,4.7337,Charged fee $5.31 exceeds disclosed fee $5.07 by 4.7%,2026-03-24 16:14:12
VIO_144CDDD443C7,TXN_227F9B30DA0E,R1,medium,4.29,4.41,0.12,2.7972,Charged fee $4.41 exceeds disclosed fee $4.29 by 2.8%,2026-03-24 16:14:12
VIO_523F623B3457,TXN_D944C6F7957E,R1,high,3.98,4.24,0.26,6.5327,Charged fee $4.24 exceeds disclosed fee $3.98 by 6.5%,2026-03-24 16:14:12
VIO_F39A440EB2F2,TXN_7BE5BDAB29EE,R1,medium,2.8,2.87,0.07,2.5,Charged fee $2.87 exceeds disclosed fee $2.80 by 2.5%,2026-03-24 16:14:12
VIO_8533E199D978,TXN_0D92B5F5BEB5,R1,medium,3.64,3.72,0.08,2.1978,Charged fee $3.72 exceeds disclosed fee $3.64 by 2.2%,2026-03-24 16:14:12
VIO_CA97AC7F6B29,TXN_42F4FF11ADDB,R1,medium,5.4,5.56,0.16,2.963,Charged fee $5.56 exceeds disclosed fee $5.40 by 3.0%,2026-03-24 16:14:12
VIO_C6EC9FBFAC4A,TXN_17E6962F3F75,R1,medium,4.87,5.09,0.22,4.5175,Charged fee $5.09 exceeds disclosed fee $4.87 by 4.5%,2026-03-24 16:14:12
VIO_A20627ED887F,TXN_C5F93AFAEA44,R1,medium,4.2,4.34,0.14,3.3333,Charged fee $4.34 exceeds disclosed fee $4.20 by 3.3%,2026-03-24 16:14:12
VIO_CC9DAAE1D03C,TXN_446C949BE8FB,R1,medium,2.69,2.78,0.09,3.3457,Charged fee $2.78 exceeds disclosed fee $2.69 by 3.3%,2026-03-24 16:14:12
VIO_3A20FE06AA8A,TXN_16AB40592BAF,R1,high,4.81,5.12,0.31,6.4449,Charged fee $5.12 exceeds disclosed fee $4.81 by 6.4%,2026-03-24 16:14:12
VIO_943905EBB1F7,TXN_F507ACD8439E,R1,high,1.17,1.26,0.09,7.6923,Charged fee $1.26 exceeds disclosed fee $1.17 by 7.7%,2026-03-24 16:14:12
VIO_9008F9277787,TXN_37D8E78BF370,R1,high,3.73,3.93,0.2,5.3619,Charged fee $3.93 exceeds disclosed fee $3.73 by 5.4%,2026-03-24 16:14:12
VIO_5C4CC4AE3F23,TXN_7E589C40FFC0,R1,high,4.35,4.63,0.28,6.4368,Charged fee $4.63 exceeds disclosed fee $4.35 by 6.4%,2026-03-24 16:14:12
VIO_D9BC94AF360D,TXN_B488462EFBDC,R1,high,7.22,7.65,0.43,5.9557,Charged fee $7.65 exceeds disclosed fee $7.22 by 6.0%,2026-03-24 16:14:12
VIO_6868F6B32FFB,TXN_7A4208DDC1AA,R1,high,1.82,1.92,0.1,5.4945,Charged fee $1.92 exceeds disclosed fee $1.82 by 5.5%,2026-03-24 16:14:12
VIO_029377189304,TXN_625D553C9191,R1,high,2.91,3.09,0.18,6.1856,Charged fee $3.09 exceeds disclosed fee $2.91 by 6.2%,2026-03-24 16:14:12
VIO_05ACD35E48C8,TXN_DD4C19844EA6,R1,medium,7.24,7.6,0.36,4.9724,Charged fee $7.60 exceeds disclosed fee $7.24 by 5.0%,2026-03-24 16:14:12
VIO_6893FB022471,TXN_9A01D5684333,R1,high,3.68,3.92,0.24,6.5217,Charged fee $3.92 exceeds disclosed fee $3.68 by 6.5%,2026-03-24 16:14:12
VIO_4CD212BA31F1,TXN_7C56602A629A,R1,medium,4.46,4.59,0.13,2.9148,Charged fee $4.59 exceeds disclosed fee $4.46 by 2.9%,2026-03-24 16:14:12
VIO_A35BED8E048D,TXN_8B26FDD2D80D,R1,medium,3.51,3.62,0.11,3.1339,Charged fee $3.62 exceeds disclosed fee $3.51 by 3.1%,2026-03-24 16:14:12
VIO_5C32C23A82AE,TXN_83E78CF512DE,R1,high,7.86,8.4,0.54,6.8702,Charged fee $8.40 exceeds disclosed fee $7.86 by 6.9%,2026-03-24 16:14:12
VIO_8E75CAAE9AED,TXN_4297D4D89E99,R1,high,7.16,7.65,0.49,6.8436,Charged fee $7.65 exceeds disclosed fee $7.16 by 6.8%,2026-03-24 16:14:12
VIO_C6D6E17F3952,TXN_D6CA5BE742F3,R1,high,5.7,6.14,0.44,7.7193,Charged fee $6.14 exceeds disclosed fee $5.70 by 7.7%,2026-03-24 16:14:12
VIO_A00F34D075C0,TXN_3A8A9ED34B6E,R1,medium,2.75,2.86,0.11,4,Charged fee $2.86 exceeds disclosed fee $2.75 by 4.0%,2026-03-24 16:14:12
VIO_3F2707E92B9E,TXN_CC1D4655791A,R1,medium,5.97,6.26,0.29,4.8576,Charged fee $6.26 exceeds disclosed fee $5.97 by 4.9%,2026-03-24 16:14:12
VIO_97A4F4E11B0C,TXN_4D38D60905DA,R1,medium,4.28,4.44,0.16,3.7383,Charged fee $4.44 exceeds disclosed fee $4.28 by 3.7%,2026-03-24 16:14:12
VIO_8494B5A4EA1F,TXN_FFE840089251,R1,high,4.08,4.38,0.3,7.3529,Charged fee $4.38 exceeds disclosed fee $4.08 by 7.4%,2026-03-24 16:14:12
VIO_F67136EF6D31,TXN_C55A6CAFF6E6,R1,medium,5.66,5.88,0.22,3.8869,Charged fee $5.88 exceeds disclosed fee $5.66 by 3.9%,2026-03-24 16:14:12
VIO_C6094D3215F1,TXN_5CA9C45FBC02,R1,high,5.61,6,0.39,6.9519,Charged fee $6.00 exceeds disclosed fee $5.61 by 7.0%,2026-03-24 16:14:12
VIO_E13D6B7763FB,TXN_6DB845FA1DD4,R1,medium,3.77,3.94,0.17,4.5093,Charged fee $3.94 exceeds disclosed fee $3.77 by 4.5%,2026-03-24 16:14:12
VIO_2DDB10ECA4EC,TXN_6CC06B839C88,R1,medium,2.43,2.51,0.08,3.2922,Charged fee $2.51 exceeds disclosed fee $2.43 by 3.3%,2026-03-24 16:14:12
VIO_0E75173CF1D9,TXN_50B41B49360A,R1,high,4.29,4.59,0.3,6.993,Charged fee $4.59 exceeds disclosed fee $4.29 by 7.0%,2026-03-24 16:14:12
VIO_D5B3A8377499,TXN_93603F7C4CC0,R1,high,4.65,4.96,0.31,6.6667,Charged fee $4.96 exceeds disclosed fee $4.65 by 6.7%,2026-03-24 16:14:12
VIO_735C3B77ADD8,TXN_8A28CCFACFFB,R1,high,3.95,4.23,0.28,7.0886,Charged fee $4.23 exceeds disclosed fee $3.95 by 7.1%,2026-03-24 16:14:12
VIO_3F54B33789B9,TXN_47BF99BC37C8,R1,medium,3.47,3.59,0.12,3.4582,Charged fee $3.59 exceeds disclosed fee $3.47 by 3.5%,2026-03-24 16:14:12
VIO_447BBB3A55E5,TXN_E6EEAA4C0911,R1,high,4.13,4.41,0.28,6.7797,Charged fee $4.41 exceeds disclosed fee $4.13 by 6.8%,2026-03-24 16:14:12
VIO_B91647BC868F,TXN_706C89FE62EB,R1,high,5.72,6.01,0.29,5.0699,Charged fee $6.01 exceeds disclosed fee $5.72 by 5.1%,2026-03-24 16:14:12
VIO_7C1D069E44E1,TXN_A2B561F43213,R1,high,3.39,3.62,0.23,6.7847,Charged fee $3.62 exceeds disclosed fee $3.39 by 6.8%,2026-03-24 16:14:12
VIO_67C7333A158B,TXN_DCA348F93FDD,R1,high,4.41,4.76,0.35,7.9365,Charged fee $4.76 exceeds disclosed fee $4.41 by 7.9%,2026-03-24 16:14:12
VIO_857C73460614,TXN_EAEA29923BE3,R1,medium,4.87,5.06,0.19,3.9014,Charged fee $5.06 exceeds disclosed fee $4.87 by 3.9%,2026-03-24 16:14:12
